"","date","cases"
"283",2020-12-08,45
"284",2020-12-09,39
"285",2020-12-10,37
"286",2020-12-11,40
"287",2020-12-12,42
"288",2020-12-13,34
"289",2020-12-14,31
"290",2020-12-15,31
"291",2020-12-16,52
"292",2020-12-17,41
"293",2020-12-18,56
"294",2020-12-19,23
"295",2020-12-20,16
"296",2020-12-21,28
"297",2020-12-22,43
"298",2020-12-23,53
"299",2020-12-24,37
"300",2020-12-25,33
"301",2020-12-26,21
"302",2020-12-27,31
"303",2020-12-28,17
"304",2020-12-29,57
"305",2020-12-30,63
"306",2020-12-31,42
